			Domain: SAT	Domain: Ketoacyl-synt-N	Domain: Ketoacyl-synt-C	Domain: Acyl-tranferase	Domain: PT-fungal-PKS	Domain: PP-binding	Domain: AllPKSDomains_presentAbsent	Domain: Hydroxynapthalene-reductase	Domain: Scytalone-dehydratase	Domain: Tyrosinase	Domain: 4HPPD
Species: Aspergillus-neoauricomus	Phylum: Ascomycota	Order: Eurotiales	-77.65757731917779	-80.34678748622466	-41.769551078621724	-89.06550154875643	-101.09691001300806	-49.88605664769317	100	-76.31875876262441	-23.07058107428571	-54.56863623584101	-139.72124639904717
Species: Aspergillus-niger	Phylum: Ascomycota	Order: Eurotiales	-85.11918640771921	-86.6382721639824	-40.72124639904717	-89.45593195564973	-121.0	-62.31875876262441	100	-62.32790214206428	-17.585026652029182	-54.85387196432176	-138.4948500216801
Species: Aspergillus-niger	Phylum: Ascomycota	Order: Eurotiales	-85.04575749056067	-86.55284196865779	-40.63827216398241	-61.585026652029185	-120.92081875395237	-62.25963731050576	100	-63.236572006437065	-23.09151498112135	-54.795880017344075	-138.4202164033832
Species: Aspergillus-niger	Phylum: Ascomycota	Order: Eurotiales	-85.11918640771921	-86.6197887582884	-40.72124639904717	-89.45593195564973	-121.00436480540245	-62.337242168318426	100	-63.69897000433602	-23.148741651280925	-54.85387196432176	-138.4948500216801
Species: Aspergillus-niger	Phylum: Ascomycota	Order: Eurotiales	-85.10790539730952	-86.6197887582884	-40.67778070526608	-89.44369749923271	-121.0	-62.31875876262441	100	-63.69897000433602	-23.154901959985743	-54.85387196432176	-138.4814860601221
Species: Aspergillus-nidulans	Phylum: Ascomycota	Order: Eurotiales	-82.85387196432177	-82.03621217265444	-41.95860731484178	-113.6382721639824	-114.7447274948967	-74.08092190762393	100	-123.88605664769317	-68.06048074738138	-54.63827216398241	-140.21467016498923
Species: Aspergillus-nomius	Phylum: Ascomycota	Order: Eurotiales	-82.85387196432177	-84.60205999132796	-41.0	-90.95860731484177	-123.36653154442041	-73.76955107862173	100	-123.01322826573376	-25.366531544420415	-53.44369749923271	-144.20760831050174
Species: Aspergillus-nomius	Phylum: Ascomycota	Order: Eurotiales	-83.16115090926274	-84.6382721639824	-41.04095860767891	-91.01772876696043	-123.60205999132796	-73.06550154875643	100	-123.2518119729938	-24.537602002101043	-52.69897000433602	-135.09691001300806
Species: Aspergillus-novofumigatus	Phylum: Ascomycota	Order: Eurotiales	-74.69897000433602	-80.17392519729917	-37.63827216398241	-91.27572413039921	-118.29242982390207	-51.16749108729376	100	-123.4202164033832	-91.67778070526609	-52.769551078621724	-141.45593195564973
Species: Aspergillus-novoparasiticus	Phylum: Ascomycota	Order: Eurotiales	-85.95860731484177	-84.88605664769317	-41.080921907623924	-90.76955107862173	-122.58502665202919	-72.14874165128093	100	-123.38721614328027	-25.72124639904717	-53.82390874094432	-144.45593195564973
Species: Aspergillus-ochraceoroseus	Phylum: Ascomycota	Order: Eurotiales	-83.45593195564973	-81.22184874961636	-39.02227639471115	-90.22184874961636	-119.22184874961636	-47.494850021680094	100	-124.69897000433602	-66.02227639471116	-55.50863830616573	-140.3187587626244
Species: Aspergillus-ochraceoroseus	Phylum: Ascomycota	Order: Eurotiales	-83.52287874528034	-81.2839966563652	-39.080921907623924	-90.27572413039921	-119.27572413039921	-47.56863623584101	100	-124.53760200210104	-61.82390874094432	-39.67778070526608	0
Species: Aspergillus-olivicola	Phylum: Ascomycota	Order: Eurotiales	-81.58502665202919	-82.1249387366083	-40.6575773191778	-90.13076828026902	-116.4948500216801	-63.070581074285705	100	-125.34678748622466	-67.48148606012211	-51.431798275933005	-139.50863830616572
Species: Aspergillus-oryzae	Phylum: Ascomycota	Order: Eurotiales	-85.22184874961636	-84.79588001734407	-41.14266750356873	-91.0	-122.02687214640031	-73.1249387366083	100	-122.88605664769317	0	-53.44369749923271	-144.23657200643706
Species: Aspergillus-parasiticus	Phylum: Ascomycota	Order: Eurotiales	-85.95860731484177	-85.05060999335508	-41.096910013008056	-90.76955107862173	-122.58502665202919	-84.88605664769317	100	-123.15490195998575	-22.30102999566398	-53.795880017344075	-143.34678748622466
Species: Aspergillus-parvulus	Phylum: Ascomycota	Order: Eurotiales	-71.46852108295775	-83.3767507096021	-41.24412514432751	-90.45593195564973	-112.4089353929735	-63.08618614761628	100	-121.85387196432177	-74.4202164033832	-54.63827216398241	-143.95860731484177
Species: Aspergillus-penicilloides	Phylum: Ascomycota	Order: Eurotiales	-82.76955107862173	-80.76955107862173	-42.95860731484178	-88.06048074738138	-116.10237290870955	-50.346787486224656	100	-119.85387196432177	-83.05060999335508	-53.27572413039921	-138.52287874528034
Species: Aspergillus-niger	Phylum: Ascomycota	Order: Eurotiales	-84.67778070526609	-86.6197887582884	-40.69897000433602	-89.44369749923271	-121.0	-62.63827216398241	100	-63.585026652029185	-23.161150909262744	-54.85387196432176	-138.79588001734407
Species: Aspergillus-piperis	Phylum: Ascomycota	Order: Eurotiales	-85.29242982390207	-80.7447274948967	-41.0	-89.25963731050575	-119.82390874094432	-59.95860731484178	100	-62.95860731484178	-23.886056647693163	-54.0	-138.5528419686578
Species: Aspergillus-rambellii	Phylum: Ascomycota	Order: Eurotiales	-83.52287874528034	-81.2839966563652	-39.080921907623924	-90.2839966563652	-119.2839966563652	-47.50863830616573	100	-124.56863623584101	-61.85387196432176	-55.585026652029185	-140.38721614328026
Species: Aspergillus-recurvatus	Phylum: Ascomycota	Order: Eurotiales	-83.6197887582884	-81.44369749923271	-41.920818753952375	-90.38721614328027	-117.67778070526609	-109.02227639471116	100	-121.79588001734407	-39.88605664769317	-52.481486060122116	-138.69897000433602
Species: Aspergillus-restrictus	Phylum: Ascomycota	Order: Eurotiales	-83.2518119729938	-81.3767507096021	-40.29242982390206	-89.23657200643706	-112.76955107862173	-45.431798275933005	100	-121.85387196432177	-77.38721614328027	-54.24412514432751	-134.30102999566398
Species: Aspergillus-robustus	Phylum: Ascomycota	Order: Eurotiales	-52.0	-82.14874165128093	-42.24412514432751	-89.31875876262441	-80.88605664769317	-63.85387196432176	100	-64.30102999566398	0	-55.63827216398241	-139.88605664769315
Species: Aspergillus-roseoglobulosus	Phylum: Ascomycota	Order: Eurotiales	-76.36653154442041	-80.55284196865779	-42.408935392973504	-89.95860731484177	-105.67778070526609	-85.23657200643706	100	-64.31875876262441	-23.602059991327963	-54.19382002601611	-140.58502665202917
Species: Aspergillus-saccharolyticus	Phylum: Ascomycota	Order: Eurotiales	-82.07058107428571	-82.01772876696043	-37.585026652029185	-89.92081875395237	-120.16749108729377	-57.55284196865778	100	0	-23.113509274827518	-53.221848749616356	-141.05551732784983
Species: Aspergillus-sclerotiorum	Phylum: Ascomycota	Order: Eurotiales	-71.11918640771921	-85.79588001734407	-41.585026652029185	-89.4948500216801	-108.67778070526609	-65.48148606012211	100	-123.09691001300806	-72.36653154442041	-51.10237290870956	-139.33724216831843
Species: Aspergillus-sclerotioniger	Phylum: Ascomycota	Order: Eurotiales	-84.31875876262441	-81.15490195998575	-38.74472749489669	-89.69897000433602	-119.82390874094432	-91.65757731917779	100	-79.16115090926274	0	-52.74472749489669	-140.58502665202917
Species: Aspergillus-sclerotiicarbonarius	Phylum: Ascomycota	Order: Eurotiales	-84.38721614328027	-80.4089353929735	-38.95860731484178	-89.67778070526609	-120.11918640771921	-87.60205999132796	100	-77.20760831050174	-21.346787486224656	-54.18708664335715	-140.34678748622466
Species: Aspergillus-steynii	Phylum: Ascomycota	Order: Eurotiales	-79.65757731917779	-81.0409586076789	-42.920818753952375	-89.2839966563652	-108.82390874094432	-62.221848749616356	100	-74.69897000433602	-23.769551078621728	-54.455931955649724	-139.60205999132796
Species: Aspergillus-stercoraria	Phylum: Ascomycota	Order: Eurotiales	-64.65757731917779	-80.3767507096021	-39.769551078621724	-90.34678748622466	-107.36653154442041	-77.2518119729938	100	-77.35654732351381	0	-51.95860731484178	-138.92081875395237
Species: Aspergillus-stella-maris	Phylum: Ascomycota	Order: Eurotiales	-77.44369749923271	-82.6197887582884	-40.619788758288394	-90.11350927482752	-114.33724216831843	-85.58502665202919	100	-124.14874165128093	-55.585026652029185	-52.236572006437065	-137.6197887582884
Species: Aspergillus-sydowii	Phylum: Ascomycota	Order: Eurotiales	-80.03621217265444	-81.23657200643706	-40.01772876696043	-89.02227639471116	-116.82390874094432	-51.795880017344075	100	-121.56863623584101	-79.53760200210104	-54.06048074738138	-141.69897000433602
Species: Aspergillus-taichungensis	Phylum: Ascomycota	Order: Eurotiales	-39.00436480540245	-80.21467016498923	-38.50863830616573	-88.36653154442041	0	-48.769551078621724	0	0	0	-53.22914798835786	-141.69897000433602
Species: Aspergillus-terreus	Phylum: Ascomycota	Order: Eurotiales	-51.63827216398241	-87.6382721639824	-41.455931955649724	-89.56863623584101	-109.76955107862173	-50.6575773191778	100	-79.76955107862173	-58.88605664769317	-54.27572413039921	-141.79588001734407
Species: Aspergillus-triticus	Phylum: Ascomycota	Order: Eurotiales	-54.32790214206428	-78.58502665202919	-38.39794000867204	-87.4202164033832	-110.27572413039921	-49.10237290870956	100	-121.36653154442041	-78.92081875395237	-54.72124639904717	-141.79588001734407
Species: Aspergillus-tubingensis	Phylum: Ascomycota	Order: Eurotiales	-85.6197887582884	-81.0	-41.30102999566398	-89.4948500216801	-119.82390874094432	-59.2518119729938	100	-64.3767507096021	-23.207608310501747	-54.036212172654444	-138.85387196432177
Species: Aspergillus-udagawae	Phylum: Ascomycota	Order: Eurotiales	-77.04575749056067	-80.65757731917779	-37.69897000433602	-88.69897000433602	-117.79588001734407	-53.031517051446066	100	-121.76955107862173	-90.08618614761629	-56.537602002101046	-140.07572071393813
Species: Aspergillus-undulatus	Phylum: Ascomycota	Order: Eurotiales	-78.67778070526609	-82.01772876696043	-38.769551078621724	-88.07572071393813	-109.46852108295775	-70.92081875395237	100	-118.52287874528034	-60.136677139879545	-55.63827216398241	-138.4948500216801
Species: Aspergillus-unguis	Phylum: Ascomycota	Order: Eurotiales	-80.88605664769317	-81.6197887582884	-39.283996656365204	-89.69897000433602	-117.48148606012211	-66.45593195564973	100	-73.46852108295775	-62.88605664769317	-50.136677139879545	-140.6777807052661
Species: Aspergillus-uvarum	Phylum: Ascomycota	Order: Eurotiales	-82.65757731917779	-81.55284196865779	-39.420216403383186	-89.95860731484177	-119.72124639904717	-67.95860731484177	100	-124.30102999566398	-74.431798275933	-53.05060999335509	-140.79588001734407
Species: Aspergillus-vadensis	Phylum: Ascomycota	Order: Eurotiales	-84.88605664769317	-81.92081875395237	-41.56863623584101	-89.4948500216801	-120.36653154442041	-51.50863830616573	100	-64.72124639904717	-22.657577319177793	-54.04095860767891	-138.5528419686578
Species: Aspergillus-versicolor	Phylum: Ascomycota	Order: Eurotiales	-81.33724216831843	-81.24412514432751	-40.60205999132796	-89.16749108729377	-116.07572071393813	-72.76955107862173	100	-122.53760200210104	-77.79588001734407	-55.055517327849834	-141.34678748622466
Species: Aspergillus-venezuelensis	Phylum: Ascomycota	Order: Eurotiales	-78.06048074738138	-86.82390874094432	-40.481486060122116	-90.05551732784983	-114.69897000433602	-80.21467016498923	100	-124.30102999566398	-67.29242982390207	-52.2518119729938	-137.6575773191778
Species: Aspergillus-violaceofuscus	Phylum: Ascomycota	Order: Eurotiales	-68.35654732351381	-81.85387196432177	-39.619788758288394	-89.92081875395237	-120.82390874094432	-75.02687214640031	100	-123.92081875395237	-74.58502665202919	-53.045757490560675	-141.92081875395237
Species: Aspergillus-wentii	Phylum: Ascomycota	Order: Eurotiales	-85.92081875395237	-83.82390874094432	-39.17392519729918	-87.6197887582884	-120.46852108295775	-64.08092190762393	100	-63.221848749616356	-37.52287874528034	-55.55284196865778	-139.4948500216801
Species: Aspergillus-welwitschiae	Phylum: Ascomycota	Order: Eurotiales	-85.06048074738138	-86.55284196865779	-40.88605664769317	-89.38721614328027	-120.95860731484177	-62.221848749616356	100	-63.39794000867204	-23.318758762624412	-54.337242168318426	-138.7447274948967
Species: Aspergillus-zonatus	Phylum: Ascomycota	Order: Eurotiales	-84.92081875395237	-79.92081875395237	-40.32790214206428	-88.431798275933	-120.88605664769317	-82.76955107862173	100	-77.7447274948967	0	-54.55284196865778	-142.4089353929735
Species: Atractiellales-rhizophila	Phylum: Basidiomycota	Order: Atractiellales	-18.82390874094432	-24.769551078621728	-14.721246399047171	-54.95860731484178	0	-33.82390874094432	0	0	-62.408935392973504	0	0
Species: Aulographum-hederae	Phylum: Ascomycota	Order: Aulographaceae - no_o_rank	-82.0	-79.29242982390207	-38.19382002601611	-88.53760200210104	-115.67778070526609	-57.06048074738138	100	-127.11918640771921	-85.06048074738138	-53.44369749923271	-136.45593195564973
Species: Auriculariopsis-ampla	Phylum: Basidiomycota	Order: Agaricales	-34.920818753952375	-60.20760831050175	-36.01772876696043	-71.88605664769317	0	-55.30102999566398	0	-82.00436480540245	0	-29.214670164989233	0
Species: Auricularia-subglabra	Phylum: Basidiomycota	Order: Auriculariales	-33.055517327849834	-56.88605664769317	-21.638272163982407	-69.69897000433602	0	-37.31875876262441	0	0	0	-47.63827216398241	0
Species: Aureobasidium-pullulans	Phylum: Ascomycota	Order: Dothideales	-77.53760200210104	-78.4202164033832	-37.070581074285705	-88.06550154875643	-114.88605664769317	-59.95860731484178	100	-138.0705810742857	-81.88605664769317	-52.06048074738138	-134.2518119729938
Species: Aureobasidium-pullulans	Phylum: Ascomycota	Order: Dothideales	-77.26760624017703	-78.56863623584101	-38.008773924307505	-88.7447274948967	-121.88605664769317	-57.95860731484178	100	-137.10237290870955	-82.82390874094432	-50.05060999335509	-134.22914798835785
Species: Aureobasidium-pullulans	Phylum: Ascomycota	Order: Dothideales	-78.6197887582884	-77.88605664769317	-37.74472749489669	-88.85387196432177	-113.82390874094432	-54.74472749489669	100	-138.06048074738138	-82.76955107862173	-51.31875876262441	-131.4948500216801
Species: Aureobasidium-pullulans	Phylum: Ascomycota	Order: Dothideales	-77.95860731484177	-78.00436480540245	-42.18708664335715	-88.76955107862173	-115.1249387366083	-56.795880017344075	100	-137.88605664769315	-72.95860731484177	-52.045757490560675	-132.88605664769315
Species: Auriscalpium-vulgare	Phylum: Basidiomycota	Order: Russulales	-29.568636235841012	-78.18708664335715	-36.11350927482752	-69.18708664335715	-68.6197887582884	-21.920818753952375	100	-72.30102999566398	0	-52.95860731484178	0
Species: Babjeviella-inositovora	Phylum: Ascomycota	Order: Saccharomycetales	-35.795880017344075	-55.82390874094432	-34.72124639904717	-93.0	0	-13.455931955649724	0	0	0	0	-123.16115090926274
Species: Backusella-circina	Phylum: Mucoromycota	Order: Mucorales	-28.522878745280337	-61.63827216398241	-36.161150909262744	-70.55284196865779	0	-13.337242168318426	0	0	0	0	-128.1079053973095
Species: Basidiobolus-meristosporus	Phylum: Zoopagomycota	Order: Basidiobolales	-28.42021640338319	-80.58502665202919	-40.50863830616573	-71.88605664769317	0	-85.19382002601611	0	-80.72124639904717	0	-49.22914798835786	-137.00436480540245
Species: Basidioascus-undulatus	Phylum: Basidiomycota	Order: Geminibasidiales	-9.795880017344075	-25.82390874094432	-14.275724130399212	-57.221848749616356	0	-34.20760831050175	0	-56.585026652029185	0	-38.221848749616356	-139.20760831050174
Species: Batrachochytrium-dendrobatidis	Phylum: Chytridiomycota	Order: Rhizophydiales	0	-54.14874165128092	-35.72124639904717	-13.958607314841775	0	-20.0	0	0	0	-42.46852108295774	-137.58502665202917
Species: Baudoinia-compniacensis	Phylum: Ascomycota	Order: Capnodiales	-78.92081875395237	-78.17392519729917	-36.420216403383186	-86.92081875395237	-116.13076828026902	-54.1249387366083	100	-134.50863830616572	-75.07572071393813	-52.22914798835786	-140.88605664769315
Species: Beauveria-bassiana	Phylum: Ascomycota	Order: Hypocreales	-59.63827216398241	-78.69897000433602	-36.920818753952375	-89.3767507096021	-111.2839966563652	-48.82390874094432	100	-124.17392519729917	-72.69897000433602	-47.06550154875643	-131.72124639904717
Species: Benjaminiella-poitrasii	Phylum: Mucoromycota	Order: Mucorales	-28.397940008672037	-32.420216403383186	-36.585026652029185	-72.18708664335715	0	-12.920818753952375	0	0	0	0	-130.08092190762392
Species: Bimuria-novae-zelandiae	Phylum: Ascomycota	Order: Pleosporales	-78.92081875395237	-79.55284196865779	-36.95860731484178	-90.69897000433602	-116.6197887582884	-79.15490195998575	100	-131.18045606445813	-80.13667713987954	-53.08618614761628	-138.4436974992327
Species: Biscogniauxia-nummularia	Phylum: Ascomycota	Order: Xylariales	-75.92081875395237	-84.35654732351381	-42.85387196432176	-85.60205999132796	-118.88605664769317	-52.481486060122116	100	-137.5528419686578	-91.67778070526609	-52.0268721464003	-128.95860731484177
Species: Bisporella-sp.	Phylum: Ascomycota	Order: Helotiales	-71.30102999566398	-82.67778070526609	-41.60205999132796	-90.88605664769317	-115.92081875395237	-70.44369749923271	100	-137.22914798835785	-76.76955107862173	-51.67778070526608	-132.2757241303992
Species: Bjerkandera-adusta	Phylum: Basidiomycota	Order: Polyporales	-28.431798275933005	-77.04575749056067	-37.72124639904717	-70.0	-66.07572071393813	-26.337242168318426	100	-74.56863623584101	0	-43.50863830616573	0
Species: Blastocladiella-britannica	Phylum: Blastocladiomycota	Order: Blastocladiales	-33.1249387366083	-53.481486060122116	-31.744727494896694	-63.920818753952375	0	-12.214670164989233	0	0	0	-37.6575773191778	-140.88605664769315
